User_ID,Allocated_Bandwidth,Resource_Allocation
7656,613.736604360897,59.31397163822874
8366,494.6644130708245,60.68914502168311
7601,426.4448993635717,60.45289584587133
8667,613.1316573599923,59.73693053272478
8394,620.0032719654214,59.50117640528963
8142,494.6644130708245,60.328095837506574
7656,613.736604360897,59.31397163822874
8366,494.6644130708245,60.68914502168311
7601,426.4448993635717,60.45289584587133
8667,613.1316573599923,59.73693053272478
8394,620.0032719654214,59.50117640528963
8142,494.6644130708245,60.328095837506574
7656,613.736604360897,59.31397163822874
8018,447.6810790759283,59.52551005924713
8246,506.7654712776064,60.07925075647972
7957,634.7321438630553,60.46260958345331
7917,630.3486560522343,59.34591591963388
7291,610.123007216498,56.87096086635212
7658,619.92607137891,58.88295491905116
7586,660.7872800589577,59.77749275464088
7284,614.3987128517089,59.5002747020882
8047,653.5471658435815,60.65140048962473
8168,503.73827606330843,59.26584024386431
8722,468.9088444895833,59.32070257072807
8366,494.6644130708245,60.68914502168311
7601,426.4448993635717,60.45289584587133
8667,613.1316573599923,59.73693053272478
8394,620.0032719654214,59.50117640528963
8142,494.6644130708245,60.328095837506574
7656,613.736604360897,59.31397163822874
8018,447.6810790759283,59.52551005924713
8246,506.7654712776064,60.07925075647972
7957,634.7321438630553,60.46260958345331
8366,494.6644130708245,60.68914502168311
7601,426.4448993635717,60.45289584587133
8667,613.1316573599923,59.73693053272478
8366,494.6644130708245,60.68914502168311
7601,426.4448993635717,60.45289584587133
8667,613.1316573599923,59.73693053272478
8366,494.6644130708245,60.68914502168311
7601,426.4448993635717,60.45289584587133
8667,613.1316573599923,59.73693053272478
8394,620.0032719654214,59.50117640528963
8142,494.6644130708245,60.328095837506574
7656,613.736604360897,59.31397163822874
8018,447.6810790759283,59.52551005924713
8246,506.7654712776064,60.07925075647972
7957,634.7321438630553,60.46260958345331
7917,630.3486560522343,59.34591591963388
7291,610.123007216498,56.87096086635212
7658,619.92607137891,58.88295491905116
7586,660.7872800589577,59.77749275464088
7284,614.3987128517089,59.5002747020882
8047,653.5471658435815,60.65140048962473
8168,503.73827606330843,59.26584024386431
8722,468.9088444895833,59.32070257072807
8366,494.6644130708245,60.68914502168311
7601,426.4448993635717,60.45289584587133
8667,613.1316573599923,59.73693053272478
8394,620.0032719654214,59.50117640528963
8142,494.6644130708245,60.328095837506574
8366,494.6644130708245,60.68914502168311
7601,426.4448993635717,60.45289584587133
8667,613.1316573599923,59.73693053272478
8394,620.0032719654214,59.50117640528963
8142,494.6644130708245,60.328095837506574
7656,613.736604360897,59.31397163822874
8018,447.6810790759283,59.52551005924713
8246,506.7654712776064,60.07925075647972
7957,634.7321438630553,60.46260958345331
7917,630.3486560522343,59.34591591963388
7291,610.123007216498,56.87096086635212
7658,619.92607137891,58.88295491905116
7586,660.7872800589577,59.77749275464088
7284,614.3987128517089,59.5002747020882
8047,653.5471658435815,60.65140048962473
8168,503.73827606330843,59.26584024386431
8722,468.9088444895833,59.32070257072807
8292,522.66822415177,60.80491036346867
8684,615.3949472669638,61.18550959400735
8086,448.01070682205244,60.99011869100802
7608,376.58341410320264,60.48273482363673
8366,494.6644130708245,60.68914502168311
7601,426.4448993635717,60.45289584587133
8667,613.1316573599923,59.73693053272478
8394,620.0032719654214,59.50117640528963
8142,494.6644130708245,60.328095837506574
7656,613.736604360897,59.31397163822874
8018,447.6810790759283,59.52551005924713
8366,494.6644130708245,60.68914502168311
7601,426.4448993635717,60.45289584587133
8667,613.1316573599923,59.73693053272478
8394,620.0032719654214,59.50117640528963
8142,494.6644130708245,60.328095837506574
7656,613.736604360897,59.31397163822874
8018,447.6810790759283,59.52551005924713
8366,494.6644130708245,60.68914502168311
7601,426.4448993635717,60.45289584587133
8667,613.1316573599923,59.73693053272478
8394,620.0032719654214,59.50117640528963
8142,494.6644130708245,60.328095837506574
7656,613.736604360897,59.31397163822874
8366,494.6644130708245,60.68914502168311
7601,426.4448993635717,60.45289584587133
8667,613.1316573599923,59.73693053272478
8394,620.0032719654214,59.50117640528963
8142,494.6644130708245,60.328095837506574
7656,613.736604360897,59.31397163822874
8018,447.6810790759283,59.52551005924713
8246,506.7654712776064,60.07925075647972
8366,494.6644130708245,60.68914502168311
7601,426.4448993635717,60.45289584587133
8667,613.1316573599923,59.73693053272478
8394,620.0032719654214,59.50117640528963
8142,494.6644130708245,60.328095837506574
7656,613.736604360897,59.31397163822874
8018,447.6810790759283,59.52551005924713
8246,506.7654712776064,60.07925075647972
7957,634.7321438630553,60.46260958345331
7917,630.3486560522343,59.34591591963388
7291,610.123007216498,56.87096086635212
7658,619.92607137891,58.88295491905116
7586,660.7872800589577,59.77749275464088
7284,614.3987128517089,59.5002747020882
8047,653.5471658435815,60.65140048962473
8168,503.73827606330843,59.26584024386431
8722,468.9088444895833,59.32070257072807
8366,494.6644130708245,60.68914502168311
7601,426.4448993635717,60.45289584587133
8667,613.1316573599923,59.73693053272478
8394,620.0032719654214,59.50117640528963
8142,494.6644130708245,60.328095837506574
7656,613.736604360897,59.31397163822874
8018,447.6810790759283,59.52551005924713
8246,506.7654712776064,60.07925075647972
7957,634.7321438630553,60.46260958345331
7917,630.3486560522343,59.34591591963388
7291,610.123007216498,56.87096086635212
7658,619.92607137891,58.88295491905116
7586,660.7872800589577,59.77749275464088
7284,614.3987128517089,59.5002747020882
8047,653.5471658435815,60.65140048962473
8168,503.73827606330843,59.26584024386431
8722,468.9088444895833,59.32070257072807
8292,522.66822415177,60.80491036346867
8684,615.3949472669638,61.18550959400735
8086,448.01070682205244,60.99011869100802
7608,376.58341410320264,60.48273482363673
8366,494.6644130708245,60.68914502168311
8366,494.6644130708245,60.68914502168311
7601,426.4448993635717,60.45289584587133
8667,613.1316573599923,59.73693053272478
8394,620.0032719654214,59.50117640528963
8142,494.6644130708245,60.328095837506574
7656,613.736604360897,59.31397163822874
8018,447.6810790759283,59.52551005924713
8246,506.7654712776064,60.07925075647972
7957,634.7321438630553,60.46260958345331
7917,630.3486560522343,59.34591591963388
7291,610.123007216498,56.87096086635212
7658,619.92607137891,58.88295491905116
7586,660.7872800589577,59.77749275464088
7284,614.3987128517089,59.5002747020882
8047,653.5471658435815,60.65140048962473
22,2000.9962196011197,71.05064154357288
37,2653.5577737263884,78.86256798310802
44,2000.141404965551,69.69484013750736
61,119.46144921240783,80.41584634141508
22,2000.9962196011197,71.05064154357288
37,2653.5577737263884,78.86256798310802
44,2000.141404965551,69.69484013750736
61,119.46144921240783,80.41584634141508
67,4307.227652238492,70.06849614343321
68,4000.5395692009524,79.83072756993722
73,4020.3582990215245,69.79342820484332
74,4776.861937222897,85.04815188838329
94,4198.119452401994,86.08949291408453
100,119.31753644683617,79.26324884963176
102,3962.186728009663,84.91166368347636
106,4468.603130463474,79.30767702475718
107,2562.4809847145984,69.5294881127037
113,572.0312868285565,62.851380390328025
116,666.4565805655278,59.59438596804628
119,547.0671393477234,60.22071741840323
120,6348.956199013041,80.46318086260362
22,2000.9962196011197,71.05064154357288
37,2653.5577737263884,78.86256798310802
44,2000.141404965551,69.69484013750736
61,119.46144921240783,80.41584634141508
67,4307.227652238492,70.06849614343321
68,4000.5395692009524,79.83072756993722
73,4020.3582990215245,69.79342820484332
74,4776.861937222897,85.04815188838329
94,4198.119452401994,86.08949291408453
100,119.31753644683617,79.26324884963176
102,3962.186728009663,84.91166368347636
106,4468.603130463474,79.30767702475718
107,2562.4809847145984,69.5294881127037
113,572.0312868285565,62.851380390328025
116,666.4565805655278,59.59438596804628
119,547.0671393477234,60.22071741840323
120,6348.956199013041,80.46318086260362
